variable,file_count,year_range,years,first_seen,last_seen,has_gaps,gap_details,mapped_to,in_target_schema,files
J12C11_GRADTECH,17,2012-2016,"2012,2013,2014,2015,2016",2012,2016,,,PUFC09_GRADTECH,,2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
PUFC20B_FTWORK,16,2022-2024,"2022,2023,2024",2022,2024,,,PUFC22_PFWRK,,2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC25B_FTWORK,16,2022-2024,"2022,2023,2024",2022,2024,,,PUFC31_FLWRK,,2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFURB2K10,15,2016-2019,"2016,2017,2018,2019",2016,2019,,,,,2016-04APR.CSV;2016-07JUL.CSV;2016-10OCT.CSV;2017-01JAN.CSV;2017-04APR.CSV;2017-07JUL.CSV;2017-10OCT.CSV;2018-01JAN.CSV;2018-04APR.CSV;2018-07JUL.CSV;2018-10OCT.CSV;2019-01JAN.CSV;2019-04APR.CSV;2019-07JUL.CSV;2019-10OCT.CSV
PUFC39_MONTH,14,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC39_MONTH,YES,2021-04APR.csv;2021-07JUL.csv;2021-10OCT.CSV;2022-01JAN.csv;2022-04APR.csv;2022-07JUL.CSV;2022-10OCT.CSV;2023-01JAN.CSV;2023-04APR.CSV;2023-07JUL.CSV;2023-10OCT.CSV;2024-01JAN.CSV;2024-04APR.CSV;2024-07JUL.CSV
PUFC41_POCC,14,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC41_POCC,YES,2021-04APR.csv;2021-07JUL.csv;2021-10OCT.CSV;2022-01JAN.csv;2022-04APR.csv;2022-07JUL.CSV;2022-10OCT.CSV;2023-01JAN.CSV;2023-04APR.CSV;2023-07JUL.CSV;2023-10OCT.CSV;2024-01JAN.CSV;2024-04APR.CSV;2024-07JUL.CSV
PUFC11A_ARRANGEMENT,14,2021-2024,"2021,2022,2023,2024",2021,2024,,,,YES,2021-04APR.csv;2021-07JUL.csv;2021-10OCT.CSV;2022-01JAN.csv;2022-04APR.csv;2022-07JUL.CSV;2022-10OCT.CSV;2023-01JAN.CSV;2023-04APR.CSV;2023-07JUL.CSV;2023-10OCT.CSV;2024-01JAN.CSV;2024-04APR.CSV;2024-07JUL.CSV
PUFC39_YEAR,14,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC39_YEAR,YES,2021-04APR.csv;2021-07JUL.csv;2021-10OCT.CSV;2022-01JAN.csv;2022-04APR.csv;2022-07JUL.CSV;2022-10OCT.CSV;2023-01JAN.CSV;2023-04APR.CSV;2023-07JUL.CSV;2023-10OCT.CSV;2024-01JAN.CSV;2024-04APR.CSV;2024-07JUL.CSV
PUFC12A_PROVMUN,14,2021-2024,"2021,2022,2023,2024",2021,2024,,,,YES,2021-04APR.csv;2021-07JUL.csv;2021-10OCT.CSV;2022-01JAN.csv;2022-04APR.csv;2022-07JUL.CSV;2022-10OCT.CSV;2023-01JAN.CSV;2023-04APR.CSV;2023-07JUL.CSV;2023-10OCT.CSV;2024-01JAN.CSV;2024-04APR.CSV;2024-07JUL.CSV
PROV,12,2005-2018,"2005,2006,2012,2018",2005,2018,YES,"missing: 2007-2011, 2013-2017",,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV;2018-04APR.CSV
CREG,12,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFREG,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C27_PBASIC,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC25_PBASIC,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C08_MSTAT,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC06_MSTAT,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
A02_CURSCH,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC08_CURSCH,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C20_NATEM,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC17_NATEM,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C19_PCLASS,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC23_PCLASS,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C10_CONWR,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC10_CONWR,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
A04_THOURS,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC28_THOURS,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
A05_RWM48H,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC29_WWM48H,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C37_AVAIL,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC36_AVAIL,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C22_PHOURS,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC19_PHOURS,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C21_PNWHRS,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC18_PNWHRS,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C25_PFWRK,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC22_PFWRK,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C26_PBASIS,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC24_PBASIS,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
A08_WPQTR,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
A06_LTLOOKW,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC35_LTLOOKW,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
A07_WILLING,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC37_WILLING,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C42_WYNOT,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC34_WYNOT,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C41_FLWRK,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC31_FLWRK,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C38_LOOKW,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC30_LOOKW,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C39_JOBSM,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC32_JOBSM,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C40_WEEKS,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC33_WEEKS,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C24_PLADDW,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC21_PLADDW,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
NEWEMPSTAT,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFNEWEMPSTAT,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C23_PWMORE,11,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC20_PWMORE,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV
PUFPRRCD,10,2016-2018,"2016,2017,2018",2016,2018,,,,,2016-04APR.CSV;2016-07JUL.CSV;2016-10OCT.CSV;2017-01JAN.CSV;2017-04APR.CSV;2017-07JUL.CSV;2017-10OCT.CSV;2018-01JAN.CSV;2018-07JUL.CSV;2018-10OCT.CSV
PUFPRV,10,2016-2018,"2016,2017,2018",2016,2018,,,,,2016-04APR.CSV;2016-07JUL.CSV;2016-10OCT.CSV;2017-01JAN.CSV;2017-04APR.CSV;2017-07JUL.CSV;2017-10OCT.CSV;2018-01JAN.CSV;2018-07JUL.CSV;2018-10OCT.CSV
CC101_LNO,10,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC01_LNO,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-07JUL.CSV;2012-10OCT.CSV
C04_LNO,9,2005-2012,"2005,2006,2012",2005,2012,YES,missing: 2007-2011,PUFC01_LNO,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2012-01JAN.CSV;2012-04APR.CSV
CVUEMP,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CNEWENT,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CUNDEMP,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
PUFC36_OFWLAIDOFF,8,2021-2021,2021,2021,2021,,,,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV
CEXPUEMP,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
HCN,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
PUFC34_LAIDOFF,8,2021-2021,2021,2021,2021,,,,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV
PUFC35_OFW,8,2021-2021,2021,2021,2021,,,,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV
SHSN,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CNEWMEM,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CMBOTHR,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CEMPST2,8,2005-2006,"2005,2006",2005,2006,,,PUFNEWEMPSTAT,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
PUFC11_ONLINE,8,2021-2022,"2021,2022",2021,2022,,,,,2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv
CMBOUT,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CMBDIED,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CINTVW,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CAUXINFO,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CMBJOB,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CMBSTUD,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CTHHHU,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CMBMARR,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CRLNO,8,2005-2006,"2005,2006",2005,2006,,,,,2005-01JAN.CSV;2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CFNO,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CRPM,7,2005-2006,"2005,2006",2005,2006,,,PUFRPL,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CSTR,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CYEAR,7,2005-2006,"2005,2006",2005,2006,,,PUFSVYYR,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
ESTRATA,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
ANSOEXPUNEMP,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
AISDEMPSTAT,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
C16F2_PROCC,7,2005-2006,"2005,2006",2005,2006,,,PUFC14_PROCC,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
C16L2_PROCC,7,2005-2006,"2005,2006",2005,2006,,,PUFC14_PROCC,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
ANSOEMPSTAT,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
ANSONEWENT,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
EAUNIQUE,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
PRRCD,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CSTRRCD,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CMONTH,7,2005-2006,"2005,2006",2005,2006,,,PUFSVYMO,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
CROTATION,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
A01_HHEAD,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
MUN,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
BGY,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
COLL_INDNR,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
ADJNR,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
C09_GRADE,7,2005-2006,"2005,2006",2005,2006,,,PUFC07_GRADE,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
C36_OBASIC,7,2005-2006,"2005,2006",2005,2006,,,PUFC25_PBASIC,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
BWGT,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
ADJHU,7,2005-2006,"2005,2006",2005,2006,,,,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
C18F2_PKB,7,2005-2006,"2005,2006",2005,2006,,,PUFC16_PKB,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
C18L2_PKB,7,2005-2006,"2005,2006",2005,2006,,,PUFC16_PKB,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
A09L2_PQKB,7,2005-2006,"2005,2006",2005,2006,,,PUFC43_QKB,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
C45F2_POCC,7,2005-2006,"2005,2006",2005,2006,,,PUFC41_POCC,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
C45L2_POCC,7,2005-2006,"2005,2006",2005,2006,,,PUFC41_POCC,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV
