target,release,variants_searched,available_variables
PUFHHSIZE,2008-07JUL,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2008-10OCT,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2009-01JAN,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2009-04APR,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2009-07JUL,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2009-10OCT,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2010-01JAN,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2010-10OCT,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2011-01JAN,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2011-04APR,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2011-07JUL,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2011-10OCT,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2013-01JAN,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2013-04APR,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2013-07JUL,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2013-10OCT,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2014-01JAN,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2014-04APR,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2014-07JUL,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2014-10OCT,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2015-01JAN,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2015-04APR,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2015-07JUL,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2015-10OCT,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFHHSIZE,2016-01JAN,"PUFHHSIZE, HHID","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFRPL,2005-01JAN,"PUFRPL, CRPM","CADJHU, CADJWGT, CAUXINFO, CBWGT, CC03_NEWMEM, CC04_LNOPRV, CC05_REL, CC06_SEX, CC07_AGE, CC08_MSTAT, CC09_GRADE, CC101_LNO, CC10_CONWR, CC12_USOCC, CC13_WORK, CC14_JOB, CC16_PROCC, CC18_PKB, CC19_PCLASS, CC20_NATEM, CC21_PNWHRS, CC22_PHOURS, CC23_PWMORE, CC24_PLADDW, CC25_PFWRK, CC26_PBASIS, CC27_PBASIC, CC28_OJOB, CC30_OTOCC, CC32_OKB, CC33_OCLASS, CC34_OHOURS, CC35_OBASIS, CC36_OBASIC, CC37_AVAIL, CC38_LOOKW, CC39_JOBSM, CC40_WEEKS, CC41_FLWRK, CC42_WYNOT, CC43_LBEF, CC45_POCC, CEMPST1, CEMPST2, CEXPUEMP, CFWGT, CINTVW, CMBDIED, CMBJOB, CMBMARR, CMBOTHR, CMBOUT, CMBSTUD, CNEWENT, CNEWMEM, CREG, CRLNO, CTHHHU, CUNDEMP, CVUEMP, EA_UNIQUE, FILLE06, FILLER07, FILLER08, FILLER09, FILLER10, FILLER11, FILLER12, FILLER13, FILLER14, FILLER15, FILLER16, FILLER17, FILLER18, FILLER19, FILLER20, FILLER21, FILLER22, HCN, PSU, SHSN, STRATUM, SVYMO, SVYYR, UPDIND"
PUFRPL,2007-01JAN,"PUFRPL, CRPM","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFRPL,2007-04APR,"PUFRPL, CRPM","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFRPL,2007-07JUL,"PUFRPL, CRPM","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFRPL,2007-10OCT,"PUFRPL, CRPM","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFRPL,2008-01JAN,"PUFRPL, CRPM","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
